Time,open,high,low,close,volume
2003/6/20 0:00,1.172,1.17347,1.15511,1.1604,1059167.802
2003/6/23 0:00,1.16025,1.16033,1.15081,1.15429,1060170.202
2003/6/24 0:00,1.15444,1.15811,1.14766,1.15171,1055347.502
2003/6/25 0:00,1.15188,1.16215,1.14913,1.15398,1054439.703
2003/6/26 0:00,1.15449,1.15523,1.1414,1.14181,1053059.803
2003/6/27 0:00,1.14215,1.14675,1.13994,1.14254,1054817.402
2003/6/30 0:00,1.14308,1.15141,1.13974,1.15116,1048064.102
2003/7/1 0:00,1.15154,1.16079,1.15025,1.15608,1052733.002
2003/7/2 0:00,1.15619,1.15684,1.15049,1.15396,1051775.502
2003/7/3 0:00,1.15415,1.15443,1.14326,1.14945,1069768.402
2003/7/4 0:00,1.14935,1.15019,1.14472,1.14892,1053783.502
2003/7/7 0:00,1.1487,1.149,1.13132,1.13252,1058126.102
2003/7/8 0:00,1.13247,1.13508,1.12587,1.13151,1063074.802
2003/7/9 0:00,1.13177,1.13667,1.13047,1.13481,1055878.902
2003/7/10 0:00,1.13479,1.13924,1.13098,1.13891,1067748.902
2003/7/11 0:00,1.13877,1.13908,1.12759,1.1299,1058106.502
2003/7/14 0:00,1.12934,1.1308,1.12426,1.12779,1046253.202
2003/7/15 0:00,1.12777,1.13369,1.1156,1.11858,1051978.603
2003/7/16 0:00,1.11845,1.12315,1.11123,1.12068,1059577.302
2003/7/17 0:00,1.12119,1.12488,1.11562,1.12079,1062920.203
2003/7/18 0:00,1.12045,1.13032,1.11717,1.12746,1057879.302
2003/7/21 0:00,1.12685,1.13546,1.12411,1.13495,1060451.302
2003/7/22 0:00,1.13461,1.13734,1.13058,1.13315,1038043.902
2003/7/23 0:00,1.13267,1.14898,1.13139,1.14754,1067668.402
2003/7/24 0:00,1.14835,1.15101,1.14233,1.14695,1054340.203
2003/7/25 0:00,1.14749,1.15487,1.14439,1.15079,1056016.002
2003/7/28 0:00,1.15084,1.15182,1.14515,1.14909,1055906.702
2003/7/29 0:00,1.14947,1.1538,1.1451,1.14589,1053724.803
2003/7/30 0:00,1.14572,1.1461,1.13352,1.13426,1058029.102
2003/7/31 0:00,1.13437,1.13713,1.12237,1.12428,1063307.102
2003/8/1 0:00,1.1242,1.12716,1.11348,1.12541,1004982.802
2003/8/4 0:00,1.12843,1.13749,1.12581,1.1357,1054486.102
2003/8/5 0:00,1.13613,1.13976,1.13064,1.13893,1056418.002
2003/8/6 0:00,1.13867,1.14265,1.13254,1.13321,1061051.802
2003/8/7 0:00,1.13315,1.1415,1.13183,1.13732,1050575.402
2003/8/8 0:00,1.13716,1.13838,1.12866,1.13083,1059284.402
2003/8/11 0:00,1.12898,1.13798,1.12628,1.13582,1035460.502
2003/8/12 0:00,1.13588,1.13715,1.12758,1.1283,1107321.103
2003/8/13 0:00,1.12837,1.13322,1.12189,1.1322,1116413.902
2003/8/14 0:00,1.13233,1.13375,1.12244,1.12577,1101309.002
2003/8/15 0:00,1.12635,1.12963,1.12403,1.12663,1080366.802
2003/8/18 0:00,1.1249,1.1269,1.11233,1.11428,1097634.603
2003/8/19 0:00,1.11485,1.11522,1.10545,1.11392,1106510.302
2003/8/20 0:00,1.1138,1.11475,1.10793,1.11185,1114916.603
2003/8/21 0:00,1.11193,1.11226,1.08846,1.09226,1113616.202
2003/8/22 0:00,1.09203,1.09456,1.08363,1.08761,1123218.503
2003/8/25 0:00,1.08566,1.09184,1.08453,1.08735,1109039.603
2003/8/26 0:00,1.0874,1.09096,1.0793,1.08542,1116225.602
2003/8/27 0:00,1.08544,1.09298,1.08313,1.0886,1119904.703
2003/8/28 0:00,1.08856,1.09125,1.08097,1.08811,1117670.002
2003/8/29 0:00,1.08843,1.09974,1.08688,1.09847,1116348.002
2003/9/1 0:00,1.09943,1.10138,1.09517,1.09675,999536.7023
2003/9/2 0:00,1.09668,1.09713,1.08029,1.08079,1102031.302
2003/9/3 0:00,1.08117,1.08725,1.07616,1.08474,1130431.302
2003/9/4 0:00,1.08495,1.09505,1.08064,1.0943,1116838.702
2003/9/5 0:00,1.09444,1.11126,1.09159,1.11049,1103964.602
2003/9/8 0:00,1.11043,1.11297,1.10461,1.10649,1124964.702
2003/9/9 0:00,1.10695,1.12402,1.10524,1.12238,1126577.602
2003/9/10 0:00,1.12239,1.12362,1.1162,1.12076,1119462.603
2003/9/11 0:00,1.12102,1.12705,1.11547,1.12089,1108887.203
2003/9/12 0:00,1.12094,1.13228,1.11346,1.12913,1123757.903
2003/9/15 0:00,1.12745,1.13098,1.12411,1.12817,1106289.802
2003/9/16 0:00,1.12841,1.1318,1.11538,1.11746,1119165.703
2003/9/17 0:00,1.11782,1.12997,1.11382,1.12834,1114659.803
2003/9/18 0:00,1.12843,1.13424,1.12264,1.12556,1119430.302
2003/9/19 0:00,1.1257,1.13837,1.12382,1.13792,1113980.503
2003/9/22 0:00,1.14343,1.15046,1.14134,1.14602,1119973.703
2003/9/23 0:00,1.14588,1.15243,1.14358,1.14404,1125451.502
2003/9/24 0:00,1.14445,1.15049,1.14273,1.14949,1116648.703
2003/9/25 0:00,1.14951,1.15331,1.14578,1.14902,1124120.902
2003/9/26 0:00,1.14896,1.14975,1.14404,1.14607,1117312.403
2003/9/29 0:00,1.14558,1.16015,1.13941,1.15971,1120820.902
2003/9/30 0:00,1.1601,1.17339,1.15705,1.16547,1131598.402
2003/10/1 0:00,1.16585,1.17288,1.16424,1.17146,1119150.902
2003/10/2 0:00,1.17193,1.17677,1.16612,1.16926,1120582.502
2003/10/3 0:00,1.16943,1.17205,1.155,1.1581,1118614.902
2003/10/6 0:00,1.15655,1.17237,1.15322,1.17079,1118039.703
2003/10/7 0:00,1.17112,1.18115,1.16975,1.1759,1110572.102
2003/10/8 0:00,1.17647,1.18396,1.17587,1.18092,1112320.903
2003/10/9 0:00,1.18097,1.18604,1.1684,1.17457,1122516.402
2003/10/10 0:00,1.17467,1.18467,1.17022,1.17958,1107425.802
2003/10/13 0:00,1.18109,1.1815,1.16523,1.1703,1099260.903
2003/10/14 0:00,1.1706,1.1765,1.15818,1.17234,1119389.303
2003/10/15 0:00,1.17264,1.1745,1.15906,1.16339,1120716.102
2003/10/16 0:00,1.16378,1.16948,1.15734,1.15873,1118351.702
2003/10/17 0:00,1.1586,1.16843,1.15526,1.16812,1110120.003
2003/10/20 0:00,1.17098,1.17285,1.16016,1.16336,1114258.902
2003/10/21 0:00,1.16362,1.17006,1.16168,1.16671,1108798.902
2003/10/22 0:00,1.16654,1.18265,1.16477,1.18011,1119755.503
2003/10/23 0:00,1.18021,1.18444,1.17561,1.17915,1122468.002
2003/10/24 0:00,1.17903,1.18566,1.17601,1.17797,1113403.103
2003/10/27 0:00,1.17742,1.17843,1.17176,1.1744,1121920.003
2003/10/28 0:00,1.17441,1.17507,1.16548,1.16704,1114502.303
2003/10/29 0:00,1.16701,1.1718,1.16584,1.16618,1115507.902
2003/10/30 0:00,1.16602,1.17542,1.1616,1.16225,1119949.402
2003/10/31 0:00,1.16228,1.16557,1.15628,1.15877,1114130.503
2003/11/3 0:00,1.15778,1.16192,1.14275,1.14554,1106661.603
2003/11/4 0:00,1.14573,1.15122,1.14262,1.14933,1117802.603
2003/11/5 0:00,1.14921,1.1498,1.1413,1.14378,1125889.602
2003/11/6 0:00,1.14391,1.14629,1.13886,1.14153,1120986.703
2003/11/7 0:00,1.14165,1.15428,1.13783,1.15295,1127474.902
2003/11/10 0:00,1.15034,1.15352,1.14627,1.14797,1104117.302
2003/11/11 0:00,1.14798,1.15304,1.14431,1.152,1123200.302
2003/11/12 0:00,1.1521,1.16599,1.1503,1.16284,1123858.103
2003/11/13 0:00,1.16328,1.1738,1.16251,1.17322,1122723.103
2003/11/14 0:00,1.17325,1.1802,1.17271,1.17758,1127722.702
2003/11/17 0:00,1.17764,1.18485,1.17245,1.17471,1120315.902
2003/11/18 0:00,1.17479,1.19738,1.17327,1.1971,1130790.502
2003/11/19 0:00,1.19696,1.19772,1.18733,1.18758,1120436.803
2003/11/20 0:00,1.1875,1.19556,1.18711,1.19111,1142479.302
2003/11/21 0:00,1.19127,1.19379,1.18567,1.19152,1116755.402
2003/11/24 0:00,1.19084,1.19177,1.17565,1.177,1103750.602
2003/11/25 0:00,1.17718,1.18185,1.17519,1.17899,1120140.403
2003/11/26 0:00,1.17902,1.19475,1.17686,1.194,1116830.403
2003/11/27 0:00,1.19392,1.19411,1.18831,1.19071,1125314.402
2003/11/28 0:00,1.19068,1.20145,1.18972,1.19928,1128260.903
2003/12/1 0:00,1.19717,1.20403,1.19364,1.19805,1118367.303
2003/12/2 0:00,1.1982,1.20913,1.19407,1.20811,1123872.303
2003/12/3 0:00,1.20793,1.21268,1.20693,1.21077,1119023.302
2003/12/4 0:00,1.2109,1.21553,1.2029,1.20855,1120184.502
2003/12/5 0:00,1.20821,1.21781,1.20616,1.2166,1124115.202
2003/12/8 0:00,1.21725,1.22389,1.21476,1.2218,1115506.903
2003/12/9 0:00,1.22173,1.22745,1.21869,1.22543,1113202.502
2003/12/10 0:00,1.22576,1.22649,1.21523,1.22145,1114963.503
2003/12/11 0:00,1.22151,1.22331,1.21123,1.22187,1117879.003
2003/12/12 0:00,1.22213,1.23063,1.22071,1.22756,1121114.702
2003/12/15 0:00,1.21419,1.23226,1.21288,1.23173,1123996.903
2003/12/16 0:00,1.23168,1.23594,1.23,1.23302,1123744.702
2003/12/17 0:00,1.23291,1.24208,1.22948,1.24107,1123980.802
2003/12/18 0:00,1.24091,1.24382,1.23587,1.24231,1113234.402
2003/12/19 0:00,1.2422,1.24346,1.2343,1.23739,1110973.503
2003/12/22 0:00,1.24025,1.24459,1.23479,1.23956,1116566.003
2003/12/23 0:00,1.23948,1.2425,1.23823,1.23927,1109616.902
2003/12/24 0:00,1.23943,1.24702,1.23924,1.2446,1099927.502
2003/12/25 0:00,1.24448,1.2462,1.24342,1.2452,757108.5017
2003/12/26 0:00,1.24499,1.24693,1.24208,1.24272,1082480.103
2003/12/29 0:00,1.24258,1.25078,1.24221,1.24892,1119620.202
2003/12/30 0:00,1.249,1.25613,1.24758,1.25492,1120718.802
2003/12/31 0:00,1.25495,1.2646,1.25132,1.25925,1101745.503
2004/1/1 0:00,1.25931,1.26052,1.24698,1.25454,423555.8009
2004/1/2 0:00,1.25436,1.26282,1.25214,1.25832,1114731.602
2004/1/5 0:00,1.25832,1.26935,1.25795,1.26753,1117097.503
2004/1/6 0:00,1.26736,1.28093,1.26666,1.27256,1123617.002
2004/1/7 0:00,1.27244,1.27417,1.2623,1.26322,1112493.403
2004/1/8 0:00,1.26306,1.27796,1.2559,1.27661,1113789.503
2004/1/9 0:00,1.27653,1.28676,1.27034,1.28149,1120310.302
2004/1/12 0:00,1.28538,1.28971,1.27342,1.27493,1108321.702
2004/1/13 0:00,1.27473,1.27957,1.27119,1.27714,1114197.403
2004/1/14 0:00,1.27736,1.27878,1.26296,1.26473,1123340.803
2004/1/15 0:00,1.26456,1.26707,1.25614,1.25766,1127465.802
2004/1/16 0:00,1.25753,1.26091,1.23504,1.23962,1124796.602
2004/1/19 0:00,1.23676,1.2423,1.23337,1.23478,1132318.103
2004/1/20 0:00,1.23496,1.25952,1.23426,1.25787,1123537.003
2004/1/21 0:00,1.25786,1.2671,1.25504,1.26425,1132347.102
2004/1/22 0:00,1.26405,1.27485,1.26346,1.27183,1129054.802
2004/1/23 0:00,1.27164,1.27742,1.25631,1.25797,1130601.802
2004/1/26 0:00,1.25742,1.26107,1.24567,1.24575,1123888.203
2004/1/27 0:00,1.24604,1.26517,1.24403,1.2643,1082479.803
2004/1/28 0:00,1.26445,1.26618,1.24628,1.24681,1137246.602
2004/1/29 0:00,1.24681,1.25265,1.23617,1.24072,1108579.602
2004/1/30 0:00,1.24062,1.24911,1.23506,1.24747,1128529.102
2004/2/2 0:00,1.24696,1.24858,1.23897,1.24237,1128944.602
2004/2/3 0:00,1.24248,1.25973,1.24139,1.25407,1130994.402
2004/2/4 0:00,1.25423,1.25609,1.24929,1.25327,1134170.303
2004/2/5 0:00,1.25345,1.26364,1.25177,1.2546,1118230.202
2004/2/6 0:00,1.25471,1.27243,1.25118,1.27026,1127776.402
2004/2/9 0:00,1.26054,1.27599,1.2598,1.26955,1140175.902
2004/2/10 0:00,1.2697,1.27863,1.26664,1.26689,1122476.603
2004/2/11 0:00,1.26698,1.28374,1.26496,1.28321,1125278.103
2004/2/12 0:00,1.28335,1.28445,1.27887,1.28084,1139512.203
2004/2/13 0:00,1.28077,1.28918,1.27145,1.27315,1135079.002
2004/2/16 0:00,1.27444,1.2789,1.2715,1.27697,1119951.103
2004/2/17 0:00,1.27695,1.28766,1.27549,1.28398,1128467.702
2004/2/18 0:00,1.28411,1.29253,1.26587,1.26875,1122238.502
2004/2/19 0:00,1.26876,1.27357,1.26527,1.27128,1124082.703
2004/2/20 0:00,1.27138,1.27658,1.24942,1.25345,1137911.302
2004/2/23 0:00,1.25263,1.25942,1.24509,1.25548,1128701.503
2004/2/24 0:00,1.25568,1.2712,1.25213,1.26841,1124730.902
2004/2/25 0:00,1.26838,1.2705,1.24726,1.24983,1118406.103
2004/2/26 0:00,1.24998,1.25144,1.23841,1.2437,1124020.802
2004/2/27 0:00,1.24377,1.25063,1.23732,1.24913,1124830.102
2004/3/1 0:00,1.24836,1.25413,1.24228,1.24553,1121298.303
2004/3/2 0:00,1.24555,1.24688,1.21944,1.22152,1118957.303
2004/3/3 0:00,1.22137,1.2222,1.20556,1.22024,1132378.703
2004/3/4 0:00,1.22025,1.22393,1.2135,1.22018,1130932.702
2004/3/5 0:00,1.22001,1.24285,1.2175,1.23657,1125097.903
2004/3/8 0:00,1.23873,1.2416,1.23369,1.24033,1122390.403
2004/3/9 0:00,1.24036,1.24588,1.22729,1.23266,1126749.103
2004/3/10 0:00,1.23242,1.23296,1.21962,1.22231,1118389.102
2004/3/11 0:00,1.22216,1.23841,1.21627,1.23504,1129471.303
2004/3/12 0:00,1.23497,1.23719,1.2172,1.22171,1127349.302
2004/3/15 0:00,1.21903,1.23168,1.21829,1.22626,1114509.202
2004/3/16 0:00,1.22622,1.23705,1.22309,1.22719,1119941.902
2004/3/17 0:00,1.22725,1.22882,1.21742,1.2232,1134048.802
2004/3/18 0:00,1.22325,1.24335,1.22196,1.23843,1126683.103
2004/3/19 0:00,1.23853,1.24073,1.2255,1.22855,1123704.402
2004/3/22 0:00,1.2277,1.23998,1.22206,1.23283,1120839.203
2004/3/23 0:00,1.23305,1.23693,1.22643,1.23335,1118497.702
2004/3/24 0:00,1.2337,1.23668,1.21146,1.21323,1129875.402
2004/3/25 0:00,1.21338,1.21997,1.20975,1.21265,1134152.302
2004/3/26 0:00,1.21276,1.22093,1.20743,1.21292,1132721.002
2004/3/29 0:00,1.21098,1.21682,1.20578,1.21564,1121211.003
2004/3/30 0:00,1.2156,1.22273,1.21484,1.21704,1080810.503
2004/3/31 0:00,1.21722,1.23228,1.21682,1.2314,1127729.303
2004/4/1 0:00,1.23146,1.23874,1.2255,1.23627,1126671.902
2004/4/2 0:00,1.23618,1.23726,1.20982,1.21331,1136507.003
2004/4/5 0:00,1.21146,1.21273,1.19818,1.20179,1134604.602
2004/4/6 0:00,1.20188,1.2135,1.19812,1.21166,1133822.103
2004/4/7 0:00,1.21166,1.21976,1.20489,1.21742,1134067.802
2004/4/8 0:00,1.21754,1.22186,1.20584,1.20853,1133015.203
2004/4/9 0:00,1.20865,1.21114,1.2062,1.20888,1075048.702
2004/4/12 0:00,1.20927,1.20966,1.20505,1.2076,1113207.203
2004/4/13 0:00,1.20804,1.20854,1.19031,1.19454,1120032.003
2004/4/14 0:00,1.1947,1.19745,1.18691,1.19624,1141884.602
2004/4/15 0:00,1.19617,1.19936,1.18925,1.19846,1140707.002
2004/4/16 0:00,1.1985,1.20455,1.19225,1.19916,1135078.903
2004/4/19 0:00,1.20059,1.20766,1.19996,1.20234,1133050.302
2004/4/20 0:00,1.20245,1.20245,1.18408,1.18677,1137242.003
2004/4/21 0:00,1.18691,1.19121,1.18154,1.18407,1140244.103
2004/4/22 0:00,1.18411,1.19143,1.17774,1.19032,1123185.602
2004/4/23 0:00,1.19055,1.19416,1.17954,1.18445,1125948.902
2004/4/26 0:00,1.18247,1.1885,1.17583,1.18674,1136635.103
2004/4/27 0:00,1.18676,1.19467,1.18316,1.19253,1127432.902
2004/4/28 0:00,1.19263,1.19506,1.18216,1.18423,1128572.002
2004/4/29 0:00,1.18392,1.19849,1.18042,1.19628,1125179.702
2004/4/30 0:00,1.19627,1.20106,1.19195,1.198,1136787.903
2004/5/3 0:00,1.1984,1.2002,1.19199,1.19434,1119926.502
2004/5/4 0:00,1.19498,1.21183,1.19243,1.20992,1133260.603
2004/5/5 0:00,1.2099,1.21796,1.20944,1.2174,1125738.303
2004/5/6 0:00,1.21783,1.21783,1.20635,1.20825,1137839.602
2004/5/7 0:00,1.2087,1.21333,1.18765,1.18812,1127712.003
2004/5/10 0:00,1.18718,1.18953,1.18117,1.18478,1135379.203
2004/5/11 0:00,1.18547,1.18896,1.17885,1.18708,1132338.803
2004/5/12 0:00,1.18731,1.19415,1.1834,1.18992,1139320.303
2004/5/13 0:00,1.19,1.19313,1.17718,1.18227,1135471.103
2004/5/14 0:00,1.18203,1.19022,1.17819,1.18855,1139879.702
2004/5/17 0:00,1.18902,1.20589,1.18768,1.20271,1126667.803
2004/5/18 0:00,1.20288,1.20388,1.19287,1.19523,1143742.203
2004/5/19 0:00,1.1953,1.20419,1.19356,1.20101,1133791.602
2004/5/20 0:00,1.20122,1.20196,1.18955,1.19652,1132351.103
2004/5/21 0:00,1.19647,1.20694,1.1952,1.19831,1129431.902
2004/5/24 0:00,1.19887,1.20246,1.19338,1.2005,1137587.003
2004/5/25 0:00,1.20048,1.21273,1.19834,1.21075,1127959.902
2004/5/26 0:00,1.2112,1.21438,1.20828,1.2102,1125225.403
2004/5/27 0:00,1.2108,1.22898,1.20877,1.22632,1145056.302
2004/5/28 0:00,1.22624,1.22969,1.22013,1.22148,1125912.203
2004/5/31 0:00,1.22374,1.2254,1.21775,1.21884,933131.7023
2004/6/1 0:00,1.21894,1.22667,1.21553,1.22477,1127452.803
2004/6/2 0:00,1.2248,1.23044,1.22045,1.22115,1131742.902
2004/6/3 0:00,1.22141,1.22506,1.217,1.22272,1126101.203
2004/6/4 0:00,1.22315,1.23007,1.21405,1.22847,1127057.802
2004/6/7 0:00,1.22937,1.23386,1.22755,1.232,1141457.803
2004/6/8 0:00,1.23204,1.2351,1.22444,1.2265,1123151.202
2004/6/9 0:00,1.22684,1.22752,1.20347,1.20469,1131248.902
2004/6/10 0:00,1.20488,1.21183,1.20234,1.21065,1121601.902
2004/6/11 0:00,1.2109,1.21152,1.19644,1.20068,1131424.202
2004/6/14 0:00,1.2003,1.2088,1.19526,1.20561,1137193.102
2004/6/15 0:00,1.2058,1.21708,1.20274,1.21614,1133133.403
2004/6/16 0:00,1.21648,1.21697,1.198,1.20115,1140508.903
2004/6/17 0:00,1.2013,1.20783,1.19912,1.20538,1131377.802
2004/6/18 0:00,1.20563,1.21482,1.1973,1.21373,1143110.002
2004/6/21 0:00,1.21378,1.21466,1.20772,1.21162,1139721.802
2004/6/22 0:00,1.21143,1.21316,1.20662,1.21097,1131798.203
2004/6/23 0:00,1.21122,1.21921,1.20637,1.2093,1138279.702
2004/6/24 0:00,1.20937,1.21889,1.20398,1.21698,1133087.102
2004/6/25 0:00,1.2171,1.21902,1.21074,1.2175,1133127.903
2004/6/28 0:00,1.218,1.22283,1.21222,1.21875,1123494.502
2004/6/29 0:00,1.21865,1.21931,1.20672,1.2083,1115900.603
2004/6/30 0:00,1.20845,1.22041,1.20647,1.21958,1127257.602
2004/7/1 0:00,1.22008,1.22088,1.21329,1.21595,1125753.103
2004/7/2 0:00,1.21577,1.23281,1.21422,1.23135,1123517.202
2004/7/5 0:00,1.23275,1.2336,1.22672,1.22909,1129114.303
2004/7/6 0:00,1.22902,1.23298,1.2265,1.22823,1120445.102
2004/7/7 0:00,1.22827,1.23893,1.22728,1.23723,1125251.702
2004/7/8 0:00,1.23729,1.24057,1.23393,1.23836,1119321.803
2004/7/9 0:00,1.23852,1.24239,1.23689,1.24134,1111446.002
2004/7/12 0:00,1.2413,1.2436,1.23811,1.24083,1118405.802
2004/7/13 0:00,1.24109,1.24159,1.22991,1.23274,1125757.502
2004/7/14 0:00,1.23263,1.24221,1.23187,1.23808,1127166.703
2004/7/15 0:00,1.2383,1.23892,1.23264,1.23542,1124214.003
2004/7/16 0:00,1.23575,1.2459,1.23283,1.24548,1118047.402
2004/7/19 0:00,1.24482,1.2462,1.23985,1.24442,1127247.002
2004/7/20 0:00,1.24423,1.24551,1.22995,1.2333,1128873.403
2004/7/21 0:00,1.23294,1.23505,1.22105,1.22614,1128359.703
2004/7/22 0:00,1.22577,1.2293,1.22296,1.22567,1133859.702
2004/7/23 0:00,1.22553,1.22677,1.20871,1.20927,1133670.302
2004/7/26 0:00,1.21002,1.21705,1.20871,1.21432,1119667.903
2004/7/27 0:00,1.21433,1.21902,1.20347,1.2059,1126674.302
2004/7/28 0:00,1.20583,1.20795,1.19982,1.20547,1125540.603
2004/7/29 0:00,1.20578,1.20947,1.19923,1.20464,1124294.602
2004/7/30 0:00,1.20443,1.212,1.20011,1.20195,1126522.702
2004/8/2 0:00,1.20239,1.20934,1.20197,1.20247,1130680.102
2004/8/3 0:00,1.20258,1.20766,1.19957,1.20623,1126127.503
2004/8/4 0:00,1.20596,1.20671,1.19709,1.20532,1121726.503
2004/8/5 0:00,1.2054,1.20741,1.20207,1.2054,1119749.703
2004/8/6 0:00,1.2059,1.22911,1.20442,1.22814,1131296.102
2004/8/9 0:00,1.22875,1.22901,1.22455,1.22705,1121075.102
2004/8/10 0:00,1.22722,1.23191,1.22252,1.22368,1111708.803
2004/8/11 0:00,1.22375,1.22511,1.21947,1.22183,1124046.202
2004/8/12 0:00,1.22172,1.22958,1.22144,1.22519,1115552.302
2004/8/13 0:00,1.22548,1.23764,1.21763,1.23734,1127928.402
2004/8/16 0:00,1.23738,1.23841,1.23166,1.23621,1120555.703
2004/8/17 0:00,1.23634,1.23862,1.23111,1.23568,1126478.702
2004/8/18 0:00,1.2359,1.23658,1.22865,1.23362,1116661.002
2004/8/19 0:00,1.23351,1.23791,1.23257,1.23644,1122889.302
2004/8/20 0:00,1.23662,1.23817,1.22801,1.23183,1133155.602
2004/8/23 0:00,1.23158,1.23241,1.21316,1.21429,1133922.902
2004/8/24 0:00,1.2145,1.21669,1.20594,1.20796,1122055.102
2004/8/25 0:00,1.20812,1.2116,1.20519,1.20819,1120092.502
2004/8/26 0:00,1.20837,1.21167,1.20465,1.21024,1129189.902
2004/8/27 0:00,1.21023,1.21349,1.20029,1.20104,1114442.902
2004/8/30 0:00,1.20131,1.20685,1.1986,1.20475,1124235.602
2004/8/31 0:00,1.2049,1.21946,1.20393,1.21834,1117958.902
2004/9/1 0:00,1.21855,1.22208,1.21466,1.21878,1107602.302
2004/9/2 0:00,1.21892,1.22009,1.21408,1.21742,1129346.002
2004/9/3 0:00,1.21772,1.21931,1.20414,1.20588,1119026.102
2004/9/6 0:00,1.20628,1.20802,1.20459,1.20638,1110790.202
2004/9/7 0:00,1.20658,1.21119,1.20518,1.2107,1115630.702
2004/9/8 0:00,1.21132,1.21929,1.20256,1.21835,1111323.702
2004/9/9 0:00,1.21809,1.2214,1.21587,1.22133,1118084.402
2004/9/10 0:00,1.22137,1.23084,1.21984,1.22602,1109251.902
2004/9/13 0:00,1.2264,1.22875,1.22225,1.22595,1113218.902
2004/9/14 0:00,1.22638,1.22948,1.22249,1.22522,1108218.302
2004/9/15 0:00,1.22528,1.2261,1.21337,1.21502,1115224.903
2004/9/16 0:00,1.2153,1.21981,1.212,1.21817,1114838.503
2004/9/17 0:00,1.21822,1.22227,1.21573,1.21876,1113048.602
2004/9/20 0:00,1.21819,1.21847,1.21227,1.21777,1113879.902
2004/9/21 0:00,1.21778,1.23465,1.21654,1.23355,1108583.902
2004/9/22 0:00,1.23388,1.23388,1.22287,1.22667,1114879.003
2004/9/23 0:00,1.22707,1.2333,1.22526,1.22713,1111533.902
2004/9/24 0:00,1.22713,1.2361,1.22378,1.22753,1121304.502
2004/9/27 0:00,1.22812,1.23156,1.22465,1.22925,1119675.702
2004/9/28 0:00,1.2296,1.23472,1.22778,1.2327,1115091.202
2004/9/29 0:00,1.23258,1.23391,1.22884,1.23304,1125676.003
2004/9/30 0:00,1.23355,1.24437,1.23141,1.2435,1119777.503
2004/10/1 0:00,1.244,1.244,1.23837,1.24165,1121645.503
2004/10/4 0:00,1.23949,1.24007,1.22572,1.22871,1121708.703
2004/10/5 0:00,1.22917,1.23298,1.22622,1.23108,1119735.103
2004/10/6 0:00,1.23121,1.23229,1.22471,1.22865,1115317.402
2004/10/7 0:00,1.22855,1.23144,1.22707,1.22864,1112563.203
2004/10/8 0:00,1.22867,1.24331,1.22786,1.24092,1123802.102
2004/10/11 0:00,1.24182,1.24221,1.23683,1.23865,1120024.702
2004/10/12 0:00,1.23873,1.23907,1.22872,1.23254,1108003.302
2004/10/13 0:00,1.23273,1.23562,1.22267,1.2349,1110466.702
